-31027.500000;-2362.500000;39777.500000
-20720.000000;12215.000000;77367.500000
-14402.500000;13230.000000;81900.000000
-5810.000000;-4410.000000;58695.000000
-52.500000;-62125.000000;55562.500000
-8802.500000;4515.000000;34912.500000
140.000000;-16450.000000;29505.000000
1592.500000;-3220.000000;22470.000000
-3832.500000;-122.500000;20300.000000
29540.000000;6177.500000;-26670.000000
-3272.500000;4147.500000;0.000000
1452.500000;3657.500000;25427.500000
-13142.500000;128030.000000;58520.000000
2782.500000;82670.000000;22627.500000
3727.500000;54127.500000;8522.500000
9240.000000;28735.000000;2450.000000
8347.500000;76072.500000;-332.500000
-5075.000000;59797.500000;665.000000
297.500000;30747.500000;2187.500000
57750.000000;88585.000000;25830.000000
-1470.000000;61792.500000;23852.500000
-9922.500000;49490.000000;16380.000000
2310.000000;46690.000000;17447.500000
4900.000000;42507.500000;23292.500000
8557.500000;28017.500000;7717.500000
-3587.500000;-56945.000000;-4042.500000
4725.000000;-150850.000000;-12967.500000
32252.500000;-114572.500000;-11025.000000
22557.500000;-99032.500000;-14630.000000
-3062.500000;-104737.500000;12180.000000
39830.000000;-156555.000000;10850.000000
7577.500000;-71452.500000;11690.000000
4795.000000;-34965.000000;12652.500000
-5670.000000;-49525.000000;26372.500000
-1592.500000;21700.000000;-9362.500000
9520.000000;48737.500000;-24517.500000
23642.500000;42175.000000;-16660.000000
21332.500000;15575.000000;-10570.000000
2870.000000;33197.500000;-12460.000000
-64347.500000;98840.000000;-48615.000000
-28927.500000;-212712.500000;57032.500000
3185.000000;-3290.000000;-4287.500000
-33320.000000;176242.500000;26652.500000
-100590.000000;-229180.000000;-195860.000000
-58642.500000;-157185.000000;-15242.500000
183172.500000;315490.000000;174720.000000
1575.000000;-24622.500000;27527.500000
-47897.500000;-64400.000000;15680.000000
-12320.000000;24150.000000;5302.500000
-7035.000000;-25865.000000;13807.500000
-30292.500000;-54197.500000;3955.000000
-52150.000000;-30817.500000;-10832.500000
-69860.000000;-27772.500000;-10430.000000
-24290.000000;-51222.500000;52.500000
2030.000000;-35402.500000;42665.000000
-33792.500000;-34930.000000;74882.500000
1155.000000;-29715.000000;84630.000000
-6842.500000;-4217.500000;93660.000000
44152.500000;402.500000;92102.500000
21525.000000;5407.500000;-11287.500000
59255.000000;-42665.000000;-158147.500000
43400.000000;-23922.500000;-78785.000000
9275.000000;-7875.000000;-45710.000000
24465.000000;-14525.000000;-50820.000000
20107.500000;-8715.000000;-20230.000000
108762.500000;64890.000000;41300.000000
30765.000000;37152.500000;8032.500000
59360.000000;35805.000000;4025.000000
15907.500000;20737.500000;3815.000000
7700.000000;9502.500000;1067.500000
34982.500000;-7140.000000;-1085.000000
