-23362.500000;7962.500000;-60497.500000
-5845.000000;245.000000;-26495.000000
5302.500000;7157.500000;-19722.500000
58695.000000;-98840.000000;-10605.000000
-57610.000000;-50750.000000;-19460.000000
-18900.000000;-54600.000000;7332.500000
-7227.500000;-17290.000000;-47162.500000
-18060.000000;-29190.000000;-12197.500000
-7717.500000;6370.000000;-4795.000000
17.500000;123270.000000;-47215.000000
9835.000000;84805.000000;7945.000000
-11602.500000;93065.000000;2292.500000
-9135.000000;66412.500000;-5355.000000
-2800.000000;41230.000000;-1505.000000
-1575.000000;52412.500000;1277.500000
-7210.000000;59517.500000;-2240.000000
-5652.500000;101517.500000;-1347.500000
-3692.500000;60987.500000;-2747.500000
-1697.500000;40005.000000;3255.000000
787.500000;29715.000000;3902.500000
-245.000000;26880.000000;4602.500000
-787.500000;23030.000000;-612.500000
-402.500000;-19075.000000;-2152.500000
-5250.000000;-54670.000000;5880.000000
31920.000000;-99767.500000;18707.500000
39672.500000;-105315.000000;23030.000000
19320.000000;-66692.500000;22872.500000
1855.000000;-61687.500000;22575.000000
22715.000000;-21560.000000;6440.000000
41142.500000;-24150.000000;2572.500000
27475.000000;-25760.000000;14332.500000
29120.000000;-2205.000000;11200.000000
35035.000000;1277.500000;-7455.000000
28682.500000;-2590.000000;-367.500000
31552.500000;4112.500000;2257.500000
-7822.500000;4672.500000;-2870.000000
-46025.000000;2730.000000;10220.000000
-86170.000000;-11917.500000;-24045.000000
-63402.500000;805.000000;-6072.500000
-52237.500000;-490.000000;682.500000
-28402.500000;18042.500000;-15697.500000
-23765.000000;-11025.000000;1487.500000
-44712.500000;-245.000000;20895.000000
-49490.000000;7210.000000;1225.000000
-58030.000000;-980.000000;4515.000000
-50802.500000;-3622.500000;12512.500000
-56927.500000;7455.000000;18900.000000
-55037.500000;2047.500000;-10272.500000
-52010.000000;13020.000000;-7245.000000
-40267.500000;11970.000000;-6772.500000
-52832.500000;10447.500000;87.500000
-65450.000000;17482.500000;-12005.000000
-64260.000000;9047.500000;4690.000000
-55352.500000;-7700.000000;-577.500000
-59815.000000;2432.500000;-10342.500000
-53357.500000;8785.000000;-8855.000000
-39077.500000;-577.500000;-21227.500000
-25725.000000;-7507.500000;-8802.500000
-20370.000000;11462.500000;-10010.000000
8645.000000;9835.000000;-192.500000
11235.000000;28035.000000;-4095.000000
48842.500000;-16502.500000;8697.500000
73850.000000;-6160.000000;6440.000000
81760.000000;4935.000000;12810.000000
95252.500000;-24815.000000;17535.000000
88060.000000;-19722.500000;315.000000
60095.000000;-15417.500000;-9625.000000
58047.500000;-14875.000000;-8662.500000
71697.500000;-14630.000000;-4865.000000
65607.500000;-14227.500000;-7070.000000
53427.500000;58152.500000;-14647.500000
17150.000000;91350.000000;28122.500000
27352.500000;82355.000000;-5040.000000
-210.000000;103407.500000;-7700.000000
-2415.000000;72572.500000;1942.500000
10097.500000;88427.500000;13982.500000
4340.000000;43400.000000;-3587.500000
7875.000000;124635.000000;210.000000
-4480.000000;45115.000000;262.500000
-11077.500000;96197.500000;805.000000
-8172.500000;29365.000000;1172.500000
-3360.000000;-83212.500000;4095.000000
6125.000000;-80272.500000;-7017.500000
5110.000000;-82232.500000;-4287.500000
-630.000000;-51170.000000;-4952.500000
-12005.000000;-108027.500000;-11585.000000
875.000000;-95182.500000;-26127.500000
-1172.500000;-90545.000000;-15067.500000
297.500000;-110005.000000;-11147.500000
-8155.000000;-101167.500000;-6195.000000
-4550.000000;-80937.500000;2660.000000
1802.500000;-67410.000000;-3727.500000
12687.500000;-53830.000000;-4777.500000
2485.000000;-57767.500000;2030.000000
-472.500000;-36242.500000;-2082.500000
245.000000;-47197.500000;-10045.000000
-5950.000000;-20860.000000;-6037.500000
-5442.500000;46375.000000;6580.000000
7787.500000;42857.500000;-16152.500000
6895.000000;82110.000000;-46462.500000
-7682.500000;-8907.500000;-27002.500000
-8470.000000;20650.000000;-99942.500000
-15032.500000;24850.000000;-62247.500000
19862.500000;16327.500000;-26110.000000
9345.000000;-3955.000000;-29120.000000
6860.000000;30922.500000;-44887.500000
11777.500000;-245.000000;-23257.500000
1592.500000;-2817.500000;-17342.500000
-1400.000000;2415.000000;-12320.000000
-9222.500000;-32952.500000;26232.500000
